Quest ID,Quest Grade,Map Biome,Structure,Quest Boss Type,Quest Boss Minion Type,Mob Variety (INT),Structure Information,Quest Objective,Quest Level,Suitable Weapon Type,Suitable Attribute,Suitable Party Size,Loot Drop Grade
7566,F,Underground Caverns,None,Pixie Prankster,Rat,1,"1 Pixie Prankster, 4 Elite Imp Jrs, 4 Insect Swarm Guardians, 4 Scout Rats",Deal with Pixie Prankster that has been haunting the outhouse behind the guild hall,0,Warhammer,Ice,2,F
7567,F,Petrified Forest,floating fortress,Feral Cat Scratchclaw,Rat,2,"1 Feral Cat Scratchclaw, 6 Enchanted Leafs, 2 Lazy Undeads","Kill Feral Cat Scratchclaw and return proof — it's just one, you'll be fine",0,Wand,Water,2,F
7568,A,Frozen Wastes,dungeon,Golem Keeper Cragfist,Golem Shard,8,"1 Golem Keeper Cragfist (Elite), 12 Naga Sentrys, 12 Harpy Scouts, 12 Swamp Lurkers",Defeat Golem Keeper Cragfist and free the enslaved miners from the collapsed dungeon,50,Maul,Earth,3,A
7569,SS,Shadowfell,ruins,Lich Grand Magister Dethanus,Dark Knight Elite,7,"1 Lich Grand Magister Dethanus (Elite), 40 Arch-Ghouls, 40 Bone Dragon Wyrmlings, 24 Dire Wraiths",Kill Lich Grand Magister Dethanus and prevent the summoning of an ancient god it serves,80,Wand / Rapier,Dark,6,SS
7570,C,Fungal Depths,shipwreck,Ice Troll Frostbite,Marsh Sprite,6,"1 Ice Troll Frostbite, 12 Kobold Diggers, 6 Bandit Thugs",Slay Ice Troll Frostbite causing destruction along the eastern trading region,60,Mace,Ice,5,C
7571,A,Ethereal Mist,palace,Cockatrice Elder,Naga Sentry,4,"1 Cockatrice Elder, 12 Naga Sentrys, 16 Swamp Lurkers",Defeat Cockatrice Elder and lift the curse on the haunted palace,60,Magic Tome / Wand,Ice / Physical,3,A
7572,C,Deep Ocean,underground city,Forest Witch Thornbriar,Zombie Walker,5,"1 Forest Witch Thornbriar, 12 Elite Skeleton Basics, 6 Giant Rat Guardians, 6 Scout Bat Swarms",Drive out Forest Witch Thornbriar from the ruins used as a shelter by locals,40,Wand,Nature,2,C
7573,A,Jungle,ancient pyramid,Werewolf Alpha Moonfang,Dark Elf Rogue,5,"1 Werewolf Alpha Moonfang (Empowered), 12 Hobgoblin Warrior Champions, 20 Werewolf Thralls",Eliminate Werewolf Alpha Moonfang from the ruins before it grows powerful enough to expand,80,Dual Daggers,Physical,6,A
7574,C,Volcanic,None,Forest Witch Thornbriar,Marsh Sprite,4,"1 Forest Witch Thornbriar + 1 Goblin Grunt Lieutenant, 8 Skeleton Basics, 4 Imp Fodder",Kill Forest Witch Thornbriar that has been raiding the local fishing docks at night,40,Wand,Nature,3,C
7575,F,Ethereal Mist,None,Slime Basic,Insect Swarm,2,"1 Slime Basic (Empowered), 6 Baby Goblin Champions, 3 Rats",Kill Slime Basic as your very first beginner's quest — welcome to the Guild,10,Wand / Rapier,Poison / Physical,3,F
7576,E,Underdark,None,Imp Leader Cinderwick,Bat,4,"1 Imp Leader Cinderwick + 1 Cave Cricket Lieutenant, 1 Imp Sparks, 3 Skeleton Fragment Fodder",Chase Imp Leader Cinderwick away from the village before it becomes a real threat,10,Hand Cannon,Nature / Necrotic,2,F
7577,E,Floating Isles,None,Slime Mother Bubbleblob,Stray Mutt,4,"1 Slime Mother Bubbleblob, 2 Mushroom Walkers, 2 Feral Chickens",Eliminate Slime Mother Bubbleblob that bit the mayor's son in the marketplace,10,Wand / Spear,Poison,3,F
7578,F,Underdark,None,Aggressive Rabbit (Cursed),Slime Tiny,3,"1 Aggressive Rabbit (Cursed) (Elite), 5 Dog Strays, 2 Rats, 2 Small Bats",Swat Aggressive Rabbit (Cursed) away from the school children's picnic area,20,Dual Daggers / Staff,Lightning,2,F
7579,F,Forest,cave,Bandit Scout Patchwork,Lazy Undead,1,"1 Bandit Scout Patchwork (Empowered), 2 Spore Puff Champions, 3 Mischievous Sprites",Drive away Bandit Scout Patchwork that keeps startling farm animals in the northern field,10,Crossbow,Physical,2,F
7580,B,Tundra,ruins,Rock Golem Quarryman,Dark Elf Scout,3,"1 Rock Golem Quarryman (Elite), 15 Ogre Grunts, 3 Merfolk Warriors, 9 Plague Rats",Retrieve stolen goods from Rock Golem Quarryman's camp before they disappear across the border,50,Axe,Earth,5,C
7581,C,Abyssal Rift,haunted manor,Skeleton Archer Commander,Zombie Walker,6,"1 Skeleton Archer Commander (Empowered), 6 Orc Lackey Champions, 4 Imps",Clear the cave overrun by monsters rallying under Skeleton Archer Commander,50,Arcane Staff / Scythe,Holy,5,C
7582,SS,Coral Reef,village,Lich Grand Magister Dethanus,Vampire Elder,7,"1 Lich Grand Magister Dethanus, 48 Elite Abyssal Crawlers, 24 Fire Titan Guardians, 24 Scout Plague Dragons",Destroy Lich Grand Magister Dethanus and recover the stolen kingdom's crown from its hoard,80,Wand,Dark,4,SS
7583,F,Desert,shrine,Aggressive Rabbit (Cursed),Enchanted Leaf,3,"1 Aggressive Rabbit (Cursed) (Elite), 3 Mischievous Sprites, 3 Zombie Shuffles, 2 Slime Tinys",Defeat Aggressive Rabbit (Cursed) in the starter training zone under instructor supervision,20,Bow,Holy,1,F
7584,C,Deep Ocean,None,Swamp Hag Mudcrawler,Marsh Sprite,5,"1 Swamp Hag Mudcrawler, 12 Elite Kobold Diggers, 6 Giant Rat Guardians, 6 Scout Cave Moths",Kill Swamp Hag Mudcrawler that has been raiding the local fishing docks at night,60,Arcane Staff,Poison / Wind,5,D
7585,A,Underground Caverns,dungeon,Frost Wolf Alpha Glacierfang,Cultist Warrior,7,"1 Frost Wolf Alpha Glacierfang, 24 Elite Troll Grunts, 16 Harpy Scout Guardians, 12 Scout Werewolf Thralls",Rescue the kidnapped noble's children held in Frost Wolf Alpha Glacierfang's camp,50,Mace,Ice,5,B
7586,F,Petrified Forest,None,Undead Chicken Swarm,Enchanted Leaf,3,"1 Undead Chicken Swarm + 1 Small Bat Lieutenant, 5 Enchanted Leafs, 2 Broken Skeleton Fodder",Exterminate Undead Chicken Swarm and its tiny group from the inn's basement,10,Mace,Holy,1,F
7587,F,Forest,None,Undead Chicken Swarm,Slime Tiny,3,"1 Undead Chicken Swarm, 3 Elite Spore Puffs, 3 Dog Stray Guardians, 1 Scout Broken Skeletons","Kill Undead Chicken Swarm and return proof — it's just one, you'll be fine",10,Crossbow,Holy,2,F
7588,D,Feywilds,None,Slime King Oozeborn,Imp Familiar,2,"1 Slime King Oozeborn + 1 Mudcrab Lieutenant, 4 Stray Dogs, 4 Slime Drop Fodder",Kill Slime King Oozeborn and report details of its nesting location to the Guild,30,Bow / Staff,Poison,4,E
7589,A,Abyssal Rift,crypt,Abyssal Imp General,Werewolf Thrall,8,"1 Abyssal Imp General, 8 Elite Dire Wolfs, 16 Undead Soldier Guardians, 8 Scout Golem Shards",Clear the crypt of all monsters rallied under Abyssal Imp General's command,60,Scythe,Void,6,A
7590,D,Fungal Depths,rift gate,Undead Soldier Bonegrind,Skeleton Rattle,3,"1 Undead Soldier Bonegrind (Empowered), 8 Rat Pack Champions, 6 Bog Frog Poisoneds",Exterminate Undead Soldier Bonegrind that has been stealing food from the market,40,Wand,Holy,2,E
7591,SS,Deep Ocean,rift gate,Death Knight Commander Varun,Storm Elemental,8,"1 Death Knight Commander Varun (Elite), 32 Bone Dragon Wyrmlings, 32 Arch-Ghouls, 32 Fire Titans",Eliminate Death Knight Commander Varun to stop the death plague spreading across the kingdoms,80,Trident / Harpoon Lance,Void / Radiant,4,S + [LEGENDARY] Grimoire of the Fallen God (Ancient Spellbook)
7592,E,Cursed Badlands,None,Fishman Raider Gillclaw,Mischievous Pixie,3,"1 Fishman Raider Gillclaw, 5 Elite Imp Sparks, 5 Bat Guardians, 2 Scout Mischievous Pixies",Chase Fishman Raider Gillclaw away from the village before it becomes a real threat,10,Scythe,Radiant,3,E
7593,C,Underground Caverns,cave,Bog Witch Mossblight,Cave Moth,3,"1 Bog Witch Mossblight (Elite), 8 Kobold Diggers, 10 Bat Swarms, 2 Cave Moths",Defeat Bog Witch Mossblight and retrieve the lost Guild member's identification badge,50,Mace,Holy / Chaos,5,D
7594,SS,Volcanic,floating fortress,Storm Titan Galtheron,Vampire Elder,11,"1 Storm Titan Galtheron (Empowered), 24 Vampire Elder Champions, 40 Arch-Ghouls",Slay Storm Titan Galtheron and recover the legendary hero's lost weapon before it is corrupted,80,Wand,Lightning,7,SS + [LEGENDARY] Moonwhisper Bow (Elven Artifact)
7595,A,Desert,ancient pyramid,Dark Elf Archmage Nythari,Naga Sentry,7,"1 Dark Elf Archmage Nythari, 8 Elite Troll Grunts, 16 Hobgoblin Warrior Guardians, 8 Scout Swamp Lurkers",Slay Dark Elf Archmage Nythari and recover the noble family heirlooms stolen in last month's raid,60,Scimitar,Dark,6,A
7596,S,Underdark,crypt,Minotaur Warlord Ironhoof,Stone Golem,10,"1 Minotaur Warlord Ironhoof + 1 Basilisk Young Lieutenant, 6 Chimera Spawns, 6 Harpy Fighter Fodder",Hunt Minotaur Warlord Ironhoof terrorizing all northern settlements and trade routes,70,Hand Cannon,Order,4,S
7597,B,Astral Void,ancient pyramid,Imp War Chief Emberclaw,Plague Rat,3,"1 Imp War Chief Emberclaw (Elite), 12 Merfolk Warriors, 3 Plague Rats, 12 Kobold Warriors",Clear the monster nest under Imp War Chief Emberclaw's command in the abandoned ancient pyramid,70,Wand / Chakram,Void,4,B
7598,A,Astral Void,None,Merfolk Tide Queen,Orc Warrior,5,"1 Merfolk Tide Queen (Elite), 20 Dire Wolfs, 16 Swamp Lurkers, 8 Gnoll Fighters",Slay Merfolk Tide Queen and recover the noble family heirlooms stolen in last month's raid,80,Arcane Staff / Chakram,Fire,4,B
7599,F,Fungal Depths,None,Mushroom Spore Walker,Spore Puff,1,"1 Mushroom Spore Walker, 5 Rats, 2 Baby Goblins","Kill Mushroom Spore Walker and return proof — it's just one, you'll be fine",0,Spear,Poison,2,F
7600,A,Ethereal Mist,palace,Sand Wyrm Duneglider,Hobgoblin Warrior,4,"1 Sand Wyrm Duneglider + 1 Harpy Scout Lieutenant, 12 Werewolf Thralls, 4 Cultist Warrior Fodder",Track and kill Sand Wyrm Duneglider stalking pilgrims on the sacred road to the capital,60,Rapier,Earth,3,A
7601,B,Feywilds,None,Ogre Chief Skullcrush,Giant Spider,6,"1 Ogre Chief Skullcrush, 9 Elite Zombie Brutes, 15 Centaur Scout Guardians, 9 Scout Ogre Grunts",Kill Ogre Chief Skullcrush that has been ambushing traders on the eastern road,50,Rapier,Shadow,5,B
7602,S,Fungal Depths,city,Banshee Queen Wailara,Shadow Wolf Pack,8,"1 Banshee Queen Wailara + 1 Dark Sorcerer Apprentice Lieutenant, 18 Vampire Thralls, 12 Stone Golem Fodder",Defeat Banshee Queen Wailara before it destroys the last standing bridge across the cursed gorge,90,Staff,Earth,6,A
7603,E,Tundra,cave,Feral Lynx Pack Leader,Imp Spark,4,"1 Feral Lynx Pack Leader (Elite), 5 Rats, 2 Feral Chickens, 3 Skeleton Fragments",Slay Feral Lynx Pack Leader as your first officially registered hunter training quest,30,Axe,Ice,4,F
7604,S,Abyssal Rift,None,Basilisk Ancient Stonegaze,Basilisk Young,9,"1 Basilisk Ancient Stonegaze, 30 Elite Harpy Fighters, 6 Stone Golem Guardians, 18 Scout Bone Constructs",Hunt Basilisk Ancient Stonegaze terrorizing all northern settlements and trade routes,60,Arcane Staff,Arcane / Water,6,S
7605,B,Obsidian Fields,floating fortress,Rock Golem Quarryman,Plague Rat,3,"1 Rock Golem Quarryman (Empowered), 15 Centaur Scout Champions, 6 Wraith Shadows",Retrieve stolen goods from Rock Golem Quarryman's camp before they disappear across the border,50,Greatsword / Spear,Earth,5,B
7606,E,Plains,crypt,Dust Elemental Sandwhirl,Rat,3,"1 Dust Elemental Sandwhirl (Elite), 6 Goblin Child Mobs, 1 Skeleton Fragments, 3 Slime Smalls",Kill Dust Elemental Sandwhirl and collect its claws for the leatherworker's commission,10,Halberd / Bow,Arcane,2,E
7607,F,Frozen Wastes,None,Undead Chicken Swarm,Lazy Undead,1,"1 Undead Chicken Swarm (Empowered), 2 Insect Swarm Champions, 5 Rats",Shoo away Undead Chicken Swarm from the flower market — do not use fire,10,Maul,Holy / Necrotic,3,F
7608,D,Desert,None,Dire Wolf Alpha Fangrunner,Rat Pack,5,"1 Dire Wolf Alpha Fangrunner (Empowered), 6 Skeleton Rattle Champions, 4 Cave Spider Smalls",Exterminate Dire Wolf Alpha Fangrunner that has been stealing food from the market,50,Glaive / Bow,Earth,2,E
7609,B,Jungle,shipwreck,Wraith Captain Hollowgaze,Goblin Fighter,5,"1 Wraith Captain Hollowgaze (Elite), 6 Skeletal Archers, 3 Giant Spiders, 12 Goblin Fighters",Clear the monster nest under Wraith Captain Hollowgaze's command in the abandoned shipwreck,70,Dual Daggers / Trident,Poison,4,C
7610,SSS,Fungal Depths,dungeon,Astral God-Dragon Veraxthos,Demon Knight Champion,15,"1 Astral God-Dragon Veraxthos (Empowered), 72 Chaos Elemental Greater Champions, 12 Blood Reapers",Slay Astral God-Dragon Veraxthos to prevent the eternal night curse from devouring all living realms,90,Trident,Fire / Wind,6,SSS
7611,D,Fungal Depths,palace,Skeletal Champion Crackbone,Cave Spider Small,3,"1 Skeletal Champion Crackbone, 4 Cave Bats, 2 Stray Dogs",Slay Skeletal Champion Crackbone and retrieve the missing adventurer's identification tag,20,Staff / Wand,Necrotic,4,E
7612,F,Tundra,None,Animated Scarecrow,Slime Tiny,2,"1 Animated Scarecrow + 1 Insect Swarm Lieutenant, 2 Mischievous Sprites, 2 Lazy Undead Fodder",Defeat Animated Scarecrow in the starter training zone under instructor supervision,0,Greatsword / Crossbow,Order,1,F
7613,C,Tundra,town,Shadow Imp Captain,Marsh Sprite,4,"1 Shadow Imp Captain (Elite), 4 Bat Swarms, 2 Marsh Sprites, 4 Kobold Diggers",Clear the cave overrun by monsters rallying under Shadow Imp Captain,60,Crossbow,Shadow / Poison,5,D
7614,B,Mountains,underground city,Dark Elf Assassin Shadowblade,Cave Troll,3,"1 Dark Elf Assassin Shadowblade (Empowered), 18 Cave Troll Champions, 15 Plague Rats",Drive Dark Elf Assassin Shadowblade and its forces out of the nearby settlement,60,Spear,Shadow,3,C
7615,D,Desert,labyrinth,Cave Bear Clawswipe,Rat Pack,3,"1 Cave Bear Clawswipe + 1 Skeleton Rattle Lieutenant, 2 Feral Cats, 6 Cave Bat Fodder",Clear Cave Bear Clawswipe from the old mine shaft so workers can resume,20,Scimitar,Earth / Wind,4,E
7616,C,Astral Void,None,Bandit Lord Cutthroat,Imp,3,"1 Bandit Lord Cutthroat (Elite), 12 Slime Blobs, 2 Marsh Sprites, 4 Orc Lackeys",Exterminate the monster group under Bandit Lord Cutthroat's command near the village,40,Chakram / Wand,Physical,3,D
7617,A,Floating Isles,rift gate,Sand Wyrm Duneglider,Hobgoblin Warrior,6,"1 Sand Wyrm Duneglider (Elite), 16 Medusa Snakes, 20 Werewolf Thralls, 12 Naga Sentrys",Defeat Sand Wyrm Duneglider and protect the critical merchant caravan route from total collapse,70,Halberd,Earth / Astral,4,A
7618,A,Floating Isles,None,Wyvern Commander,Golem Shard,7,"1 Wyvern Commander, 16 Orc Warriors, 8 Naga Sentrys",Defeat Wyvern Commander and free the enslaved miners from the collapsed area,80,Wand,Wind,4,B
7619,C,Petrified Forest,town,Harpy Matron Screech,Marsh Sprite,4,"1 Harpy Matron Screech (Elite), 8 Bandit Thugs, 6 Kobold Diggers, 6 Wild Dogs",Kill Harpy Matron Screech that has been raiding the local fishing docks at night,50,Staff,Wind,3,C
7620,E,Petrified Forest,None,Specter Drifter Coldgaze,Feral Chicken,4,"1 Specter Drifter Coldgaze, 4 Stray Mutts, 2 Rats",Eliminate Specter Drifter Coldgaze that bit the mayor's son in the marketplace,20,Bow,Earth / Dark,1,F
7621,C,Floating Isles,town,Mud Elemental Sludgeborn,Kobold Digger,3,"1 Mud Elemental Sludgeborn + 1 Kobold Digger Lieutenant, 4 Imps, 6 Zombie Walker Fodder",Drive out Mud Elemental Sludgeborn from the ruins used as a shelter by locals,30,Wand,Arcane,5,D
7622,C,Feywilds,tower,Corrupted Druid Brambleheart,Bandit Thug,3,"1 Corrupted Druid Brambleheart, 10 Elite Bandit Thugs, 4 Orc Lackey Guardians, 8 Scout Slime Blobs",Slay Corrupted Druid Brambleheart causing destruction along the eastern trading region,30,Chakram / Staff,Chaos,5,D
7623,C,Abyssal Rift,citadel,Bandit Lord Cutthroat,Bandit Thug,5,"1 Bandit Lord Cutthroat (Empowered), 6 Marsh Sprite Champions, 10 Bat Swarms",Defeat Bandit Lord Cutthroat and retrieve the lost Guild member's identification badge,60,Wand,Physical,2,C
7624,SSS,Desert,city,Undead God-King Nekrophax,Wyvern Elite,8,"1 Undead God-King Nekrophax (Empowered), 72 Void Walker Abyssal Champions, 60 Shadow Revenants",Defeat Undead God-King Nekrophax and seal the Void Gate before the apocalypse begins,80,Dagger,Holy / Psychic,7,SSS
7625,SS,Abyssal Rift,None,Kraken Lord Tentachor,Arch-Ghoul,10,"1 Kraken Lord Tentachor (Elite), 48 Vampire Elders, 32 Infernal Colossus Shards, 16 Shadow Assassin Elites",Slay Kraken Lord Tentachor at the heart of the dungeon threatening to collapse the region,100,Greatsword,Water,7,S
7626,F,Forest,fort,Zombie Stumble,Zombie Shuffle,3,"1 Zombie Stumble, 4 Elite Insect Swarms, 4 Dog Stray Guardians, 1 Scout Mischievous Sprites",Kill Zombie Stumble as your very first beginner's quest — welcome to the Guild,10,Shortbow,Holy / Void,2,F
7627,C,Petrified Forest,None,Stone Spider Matriarch,Bandit Thug,5,"1 Stone Spider Matriarch, 12 Elite Slime Blobs, 8 Bandit Thug Guardians, 4 Scout Skeleton Basics",Exterminate the monster group under Stone Spider Matriarch's command near the village,30,Staff,Holy / Lightning,3,C
7628,A,Jungle,tower,Harpy Queen Screach,Orc Warrior,4,"1 Harpy Queen Screach, 8 Dire Wolfs, 12 Hobgoblin Warriors",Track and kill Harpy Queen Screach stalking pilgrims on the sacred road to the capital,70,Crossbow / Dual Daggers,Wind,3,A
7629,B,Swamp,camp,Ogre Chief Skullcrush,Ogre Grunt,3,"1 Ogre Chief Skullcrush, 18 Elite Wraith Shadows, 6 Dark Elf Scout Guardians, 9 Scout Giant Spiders",Kill Ogre Chief Skullcrush that has been ambushing traders on the eastern road,70,Trident,Astral,4,C
7630,E,Desert,None,Slime Mother Bubbleblob,Feral Chicken,3,"1 Slime Mother Bubbleblob, 2 Stray Mutts, 4 Imp Sparks",Drive Slime Mother Bubbleblob from the storage cellar before it eats all the supplies,40,Dagger,Poison,3,F
7631,E,Fungal Depths,None,Forest Sprite Corrupted,Skeleton Fragment,4,"1 Forest Sprite Corrupted, 4 Elite Feral Chickens, 4 Imp Spark Guardians, 3 Scout Stray Mutts",Chase Forest Sprite Corrupted away from the village before it becomes a real threat,20,Spear / Trident,Nature,4,E
7632,B,Plains,ancient pyramid,Manticore Grunt Thornspike,Merfolk Warrior,5,"1 Manticore Grunt Thornspike + 1 Zombie Brute Lieutenant, 9 Imp Fighters, 3 Cave Troll Fodder",Eliminate Manticore Grunt Thornspike blocking access to the region's only fresh water source,40,Greatsword,Necrotic,4,B
7633,F,Fungal Depths,None,Bat Flapwing,Dog Stray,1,"1 Bat Flapwing (Empowered), 6 Baby Goblin Champions, 4 Enchanted Leafs",Defeat Bat Flapwing in the starter training zone under instructor supervision,0,Staff / Wand,Shadow,2,F
7634,D,Astral Void,None,Stone Golem Rockfist,Goblin Runt Scout,4,"1 Stone Golem Rockfist (Elite), 12 Zombie Drifters, 8 Imp Familiars, 2 Stray Dogs",Slay Stone Golem Rockfist and retrieve the missing adventurer's identification tag,20,Chakram,Earth / Ice,3,E
7635,E,Crystal Wastes,palace,Bat Swarm King Echoflap,Goblin Child Mob,4,"1 Bat Swarm King Echoflap (Empowered), 5 Mushroom Walker Champions, 3 Cave Crickets",Exterminate the small pack organized by Bat Swarm King Echoflap near the river,30,Magic Tome / Runic Blade,Water,4,E
7636,C,Mountains,cave,Harpy Matron Screech,Wild Dog,3,"1 Harpy Matron Screech (Elite), 12 Orc Lackeys, 4 Cave Moths, 8 Wild Dogs",Defeat Harpy Matron Screech and retrieve the lost Guild member's identification badge,30,Spear,Wind,3,D
7637,F,Shadowfell,ruins,Angry Villager (Enchanted),Dog Stray,2,"1 Angry Villager (Enchanted), 5 Elite Rats, 3 Mischievous Sprite Guardians, 2 Scout Slime Tinys",Exterminate Angry Villager (Enchanted) and its tiny group from the inn's basement,0,Scythe / Rapier,Poison / Holy,1,F
7638,D,Swamp,None,Fire Imp Scorchtail,Skeleton Rattle,3,"1 Fire Imp Scorchtail (Elite), 8 Goblin Runt Scouts, 10 Slime Drops, 4 Mudcrabs",Eliminate Fire Imp Scorchtail that has been spotted near the town outskirts,40,Mace / Trident,Physical,2,D
7639,E,Cursed Badlands,None,Rabid Hound Alpha Frothjaw,Rat,2,"1 Rabid Hound Alpha Frothjaw + 1 Bat Lieutenant, 5 Stray Mutts, 1 Slime Small Fodder",Exterminate the small pack organized by Rabid Hound Alpha Frothjaw near the river,20,Mace / Soul Sword,Earth,3,F
7640,B,Jungle,village,Mermaid Witch Coralweave,Merfolk Warrior,7,"1 Mermaid Witch Coralweave, 6 Wraith Shadows, 15 Imp Fighters",Slay Mermaid Witch Coralweave and recover the farmer's stolen livestock and equipment,60,Spear,Water / Shadow,4,B
7641,E,Desert,None,Zombie Chieftain Rotbreath,Dust Bunny (Cursed),4,"1 Zombie Chieftain Rotbreath, 4 Elite Mushroom Walkers, 5 Dust Bunny (Cursed) Guardians, 3 Scout Bats",Kill Zombie Chieftain Rotbreath and collect its claws for the leatherworker's commission,30,Wand / Scimitar,Holy,2,F
